text,label
My partner wants a destination wedding but I want my grandparents there. What do we do? Please help me decide.,relationship
My neighborhood is changing and I don't feel safe anymore. Should I move? Feeling so lost.,relocation
I've been thinking a lot about this. My child wants to go to a party where I know there will be drinking. Should I let them?,family
The new job pays 10% more but requires 10 more hours per week. Worth it? What would you do?,career
I'm a freshman and already hate my major. Is it too late to switch? I really need some perspective.,education
Big decision ahead. I was laid off last month and have been struggling to find something at the same level. Should I lower my expectations?,career
Should I bootstrap my startup or take investor money and give up equity? Please help me decide.,career
My friend swears by low-FODMAP but my doctor is skeptical. Who do I listen to? I really need some perspective.,health
Not sure what to do. Should I change my last name when I get married? My partner says they don't care either way.,relationship
I've been thinking a lot about this. Is the Pomodoro technique actually effective or just trendy?,lifestyle
Help! Should I use a robo-advisor or manage my investments myself?,finance
"Here's my situation. I have $1,000 in savings earning nothing. Where should I put it?",finance
I need advice. I want to stop procrastinating. Should I use the 2-minute rule or time blocking?,lifestyle
Really struggling with this. We're considering moving to Washington for the tax benefits. Is that a good enough reason?,relocation
Big decision ahead. I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it?,career
Big decision ahead. My spouse got a diplomatic posting to the Netherlands. Should the whole family go?,relocation
My partner wants to buy and I want to rent. How do we decide? What would you do?,finance
Is an MBA worth it at 48 with 25 years of experience? What would you do?,education
I've been thinking a lot about this. I'm considering moving to New York sight unseen for a remote job. Bad idea?,relocation
Should I buy a fixer-upper in a great neighborhood or a move-in ready home in an okay area? Please help me decide.,finance
